party_id,transaction_date,institution_name,account_id,product_family,holding_name,holding_key,movement_type,transaction_type,transaction_type_additional_info,quantity,gross_amount,net_amount,currency,transaction_id,data_quality_flags
9e22a589-e861-5dc1-899e-680bd197a983,2019-10-24,C6 Bank,20f0fb4e-fcfa-51c7-8939-0f4ce5ed657f,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2019-10-24|2022-10-01,ENTRADA,APLICACAO,NULL,31.413,31413.0,31413.0,BRL,6e8d45dc-76bc-5c74-af35-9fac87886580,[]
9e22a589-e861-5dc1-899e-680bd197a983,2019-10-28,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2019-10-28|2022-10-01,ENTRADA,APLICACAO,NULL,91.706,91706.0,91706.0,BRL,60b5be17-b441-5cb2-8af7-18544a20d94e,[]
9e22a589-e861-5dc1-899e-680bd197a983,2019-11-07,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,variable_incomes,BPAC11,BPAC11,ENTRADA,COMPRA,NULL,4375.0,207812.5,NULL,BRL,2d4207d9-7ad4-513e-b35b-c622477b0888,[]
9e22a589-e861-5dc1-899e-680bd197a983,2019-11-10,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2019-11-10|2022-11-01,ENTRADA,APLICACAO,NULL,222.687,222687.0,222687.0,BRL,875d584f-1148-56ef-873f-63f84013f95d,[]
9e22a589-e861-5dc1-899e-680bd197a983,2019-11-10,Itau,3343bc26-23e3-5745-9c2a-932d111e9079,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2019-11-10|2022-11-01,ENTRADA,APLICACAO,NULL,190.917,190917.0,190917.0,BRL,c30cc431-7cd4-5569-9870-109cf61ecb08,[]
9e22a589-e861-5dc1-899e-680bd197a983,2019-11-12,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,funds,SPX NIMITZ ESTRUTURAL FIC FIM,34177667000185,ENTRADA,APLICACAO,NULL,2594.103896,99873.0,NULL,BRL,78fd9912-fcc4-531d-b5ce-fad62350bebf,[]
9e22a589-e861-5dc1-899e-680bd197a983,2019-12-02,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,treasure_titles,Tesouro Prefixado 2027,Tesouro Prefixado 2027,ENTRADA,COMPRA,NULL,351.39,175695.0,175695.0,BRL,77b7563c-4bc0-52ee-962c-2ca0470bdac8,[]
9e22a589-e861-5dc1-899e-680bd197a983,2019-12-11,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,RDB,BRBANKRDB1A1|18236120000158|2019-12-11|2022-12-01,ENTRADA,APLICACAO,NULL,110.978,110978.0,110978.0,BRL,a93ff544-e2ae-5247-adba-bdb37194af6a,[]
9e22a589-e861-5dc1-899e-680bd197a983,2019-12-29,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,variable_incomes,VALE3,VALE3,ENTRADA,COMPRA,NULL,13944.0,244020.0,NULL,BRL,3397fb03-ca14-5644-96c1-e3a59fba2b55,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-01-05,C6 Bank,20f0fb4e-fcfa-51c7-8939-0f4ce5ed657f,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2020-01-05|2023-01-01,ENTRADA,APLICACAO,NULL,25.618,25618.0,25618.0,BRL,f561129e-39da-54e6-91d0-439441e10c2c,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-01-07,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,variable_incomes,B3SA3,B3SA3,ENTRADA,COMPRA,NULL,1497.0,82335.0,NULL,BRL,8ad0e39d-d9dd-5407-bbfd-258d1d6b0469,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-02-12,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2020-02-12|2023-02-01,ENTRADA,APLICACAO,NULL,189.039,189039.0,189039.0,BRL,6d3e2c7d-d7e2-536e-bdb1-eedfb0a551b3,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-02-13,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2020-02-13|2023-02-01,ENTRADA,APLICACAO,NULL,55.497,55497.0,55497.0,BRL,f3d27a18-2488-565b-9074-8d77f22a78a1,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-02-24,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,treasure_titles,Tesouro Renda+ 2044,Tesouro Renda+ 2044,ENTRADA,COMPRA,NULL,94.04,188080.0,188080.0,BRL,4f502bbf-f280-5b98-bbf0-b43c71ed81b6,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-03-02,C6 Bank,20f0fb4e-fcfa-51c7-8939-0f4ce5ed657f,bank_fixed_incomes,CDB,BRBANKCDB0A0|30680829000143|2020-03-02|2023-03-01,ENTRADA,APLICACAO,NULL,56.432,56432.0,56432.0,BRL,268db3e9-7366-59d9-9765-08262e656a4b,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-03-29,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,RDB,BRBANKRDB1A1|18236120000158|2020-03-29|2023-03-01,ENTRADA,APLICACAO,NULL,65.186,65186.0,65186.0,BRL,3031223d-ba5d-5060-930d-ce9b5c5f3e4d,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-03-31,C6 Bank,20f0fb4e-fcfa-51c7-8939-0f4ce5ed657f,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2020-03-31|2023-03-01,ENTRADA,APLICACAO,NULL,216.768,216768.0,216768.0,BRL,5cc1de4a-3ac1-5d87-a2b7-ca96ccc01ee3,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-04-14,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2020-04-14|2023-04-01,ENTRADA,APLICACAO,NULL,119.941,119941.0,119941.0,BRL,d4b11067-8695-5381-a6e4-dc996e5f44bc,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-05-11,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2020-05-11|2023-05-01,ENTRADA,APLICACAO,NULL,162.52,162520.0,162520.0,BRL,e308978e-e144-5cfa-b441-1f5f81c8d58f,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-05-23,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2020-05-23|2023-05-01,ENTRADA,APLICACAO,NULL,66.201,66201.0,66201.0,BRL,bbfc68a0-f10f-5e13-beda-fe4fb5c3ec42,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-06-03,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2020-06-03|2023-06-01,ENTRADA,APLICACAO,NULL,228.094,228094.0,228094.0,BRL,e994915c-e114-5bb2-8f1c-e095d9de377f,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-06-07,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2020-06-07|2023-06-01,ENTRADA,APLICACAO,NULL,82.619,82619.0,82619.0,BRL,874b3a46-7421-518d-b6b5-a328876dd45b,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-07-11,Itau,3343bc26-23e3-5745-9c2a-932d111e9079,bank_fixed_incomes,CDB,BRBANKCDB0A0|30680829000143|2020-07-11|2023-07-01,ENTRADA,APLICACAO,NULL,245.713,245713.0,245713.0,BRL,39c42a27-8e86-5c75-83f9-0936e3e21e1a,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-07-16,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2020-07-16|2023-07-01,ENTRADA,APLICACAO,NULL,61.772,61772.0,61772.0,BRL,37e258c4-9d0d-55b4-a583-29bd9977a841,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-07-30,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,variable_incomes,WEGE3,WEGE3,ENTRADA,COMPRA,NULL,2220.0,88800.0,NULL,BRL,8d935983-215d-5758-baf4-d08431da50fc,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-08-03,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCI,BRBANKLCI2A2|30306294000145|2020-08-03|2023-08-01,ENTRADA,APLICACAO,NULL,188.252,188252.0,188252.0,BRL,9c0d07fb-1f1c-5897-ab82-04b7d40e9ab8,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-08-04,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,RDB,BRBANKRDB1A1|18236120000158|2020-08-04|2023-08-01,ENTRADA,APLICACAO,NULL,61.635,61635.0,61635.0,BRL,6c995e3b-a013-535e-821e-15ac400c6657,[transaction_id:reissued]
9e22a589-e861-5dc1-899e-680bd197a983,2020-08-20,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,RDB,BRBANKRDB1A1|18236120000158|2020-08-20|2023-08-01,ENTRADA,APLICACAO,NULL,158.69,158690.0,158690.0,BRL,8212ae0c-bea4-5cf6-b12f-7eb7656d488f,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-09-29,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,variable_incomes,VALE3,VALE3,ENTRADA,COMPRA,NULL,9963.0,174352.5,NULL,BRL,e29453b2-cba3-58dc-ae4c-60b0fdb4b1d6,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-10-01,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,treasure_titles,Tesouro Educa+ 2031,Tesouro Educa+ 2031,ENTRADA,COMPRA,NULL,97.87,220207.5,220207.5,BRL,fb8bedea-ac03-5314-99d0-ca603930eee8,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-11-02,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2020-11-02|2023-11-01,ENTRADA,APLICACAO,NULL,112.566,112566.0,112566.0,BRL,da211e4f-2af6-536e-b9d8-789bd937b419,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-11-04,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2020-11-04|2023-11-01,ENTRADA,APLICACAO,NULL,54.553,54553.0,54553.0,BRL,98fdfe88-cfb4-5962-a622-980d59e9e402,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-11-10,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,CDB,BRBANKCDB0A0|30680829000143|2020-11-10|2023-11-01,ENTRADA,APLICACAO,NULL,162.65,162650.0,162650.0,BRL,5f198e9a-6e41-5ec5-857b-217f9331a885,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-11-15,C6 Bank,20f0fb4e-fcfa-51c7-8939-0f4ce5ed657f,bank_fixed_incomes,RDB,BRBANKRDB5A5|60518222000122|2020-11-15|2023-11-01,ENTRADA,APLICACAO,NULL,163.257,163257.0,163257.0,BRL,224e80a8-02eb-5e71-b0a2-593e34f03449,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-12-16,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2020-12-16|2023-12-01,ENTRADA,APLICACAO,NULL,48.417,48417.0,48417.0,BRL,24078814-26ad-5233-8c71-f2923df60773,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-12-17,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,CDB,BRBANKCDB0A0|30680829000143|2020-12-17|2023-12-01,ENTRADA,APLICACAO,NULL,73.159,73159.0,73159.0,BRL,12fde935-7e36-5fd9-903e-f1c60a1f1544,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-12-24,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,CDB,BRBANKCDB0A0|92894922000108|2020-12-24|2023-12-01,ENTRADA,APLICACAO,NULL,50.874,50874.0,50874.0,BRL,fed7728c-70b9-51fe-b912-e0d3e0355af8,[]
9e22a589-e861-5dc1-899e-680bd197a983,2020-12-29,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,funds,KAPITALO KAPPA FIC FIM,18318213000154,ENTRADA,APLICACAO,NULL,6318.377358,167437.0,NULL,BRL,3897f912-a578-5ac3-ab4f-bb903c12a45f,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-01-21,C6 Bank,20f0fb4e-fcfa-51c7-8939-0f4ce5ed657f,variable_incomes,ITUB4,ITUB4,ENTRADA,COMPRA,NULL,651.0,16275.0,NULL,BRL,eeb67526-a1ce-53b3-9b92-4f2ce758ac88,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-01-25,C6 Bank,20f0fb4e-fcfa-51c7-8939-0f4ce5ed657f,bank_fixed_incomes,RDB,BRBANKRDB1A1|18236120000158|2021-01-25|2024-01-01,ENTRADA,APLICACAO,NULL,168.041,168041.0,168041.0,BRL,17b10f41-3f62-5b51-9bd4-1cb174d511a4,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-01-31,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,treasure_titles,Tesouro Prefixado 2029,Tesouro Prefixado 2029,ENTRADA,COMPRA,NULL,317.06,237795.0,237795.0,BRL,2c97e888-5246-56e3-82fc-bfd8ca5ffca7,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-03-01,C6 Bank,20f0fb4e-fcfa-51c7-8939-0f4ce5ed657f,treasure_titles,Tesouro Prefixado 2029,Tesouro Prefixado 2029,ENTRADA,COMPRA,NULL,31.13,23347.5,23347.5,BRL,dfc59b6a-a387-5a88-a247-dfa6d318be87,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-03-04,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,CDB,BRBANKCDB4A4|00360305000104|2021-03-04|2024-03-01,ENTRADA,APLICACAO,NULL,222.887,222887.0,222887.0,BRL,ff34c63e-6e45-5bd6-a85f-eeb8a79616f7,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-03-21,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,CDB,BRBANKCDB0A0|30680829000143|2021-03-21|2024-03-01,ENTRADA,APLICACAO,NULL,40.129,40129.0,40129.0,BRL,ffc6561a-238c-5e1f-b663-1bea5f3c38a6,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-03-31,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2021-03-31|2024-03-01,ENTRADA,APLICACAO,NULL,101.702,101702.0,101702.0,BRL,79f114b6-f967-5a92-9989-4cc84d7a35da,[transaction_id:reissued]
9e22a589-e861-5dc1-899e-680bd197a983,2021-04-24,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,variable_incomes,ITUB4,ITUB4,ENTRADA,COMPRA,NULL,3662.0,91550.0,NULL,BRL,b7669c6c-20d7-5113-8ca9-255a769bc342,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-04-29,Itau,3343bc26-23e3-5745-9c2a-932d111e9079,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2021-04-29|2024-04-01,ENTRADA,APLICACAO,NULL,65.223,65223.0,65223.0,BRL,3ff61522-178d-5538-9b39-3999b3db47e8,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-04-29,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,LCA,BRBANKLCA3A3|60746948000112|2021-04-29|2024-04-01,ENTRADA,APLICACAO,NULL,186.039,186039.0,186039.0,BRL,b47bbdd7-ce81-5a62-bec7-0986d17f1647,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-05-06,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,bank_fixed_incomes,RDB,BRBANKRDB1A1|18236120000158|2021-05-06|2024-05-01,ENTRADA,APLICACAO,NULL,17.373,17373.0,17373.0,BRL,8dedf18b-6433-51ba-895a-ea40b0c62e9c,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-06-13,Nubank,f3ce7b7a-d660-52cf-b819-c10cb66c1338,credit_fixed_incomes,OMEGA ENERGIA S.A.,f8196b35-86d8-5b30-a402-de46703a9be1,ENTRADA,COMPRA,NULL,39.086,39086.0,39086.0,BRL,275ffe34-be03-56f3-a668-722d20baf9be,[]
9e22a589-e861-5dc1-899e-680bd197a983,2021-07-10,Itau,3343bc26-23e3-5745-9c2a-932d111e9079,bank_fixed_incomes,CDB,BRBANKCDB0A0|30680829000143|2021-07-10|2024-07-01,ENTRADA,APLICACAO,NULL,12.259,12259.0,12259.0,BRL,625641c9-b646-53c0-bf41-801e2df4f813,[]
