party_id,month_date,net_flow,cumulative_net_flow
9e22a589-e861-5dc1-899e-680bd197a983,2019-10-01,123119.0,123119.0
9e22a589-e861-5dc1-899e-680bd197a983,2019-11-01,721289.5,844408.5
9e22a589-e861-5dc1-899e-680bd197a983,2019-12-01,530693.0,1375101.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-01-01,107953.0,1483054.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-02-01,432616.0,1915670.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-03-01,338386.0,2254056.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-04-01,119941.0,2373997.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-05-01,228721.0,2602718.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-06-01,310713.0,2913431.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-07-01,396285.0,3309716.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-08-01,408577.0,3718293.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-09-01,174352.5,3892646.0
9e22a589-e861-5dc1-899e-680bd197a983,2020-10-01,220207.5,4112853.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-11-01,493026.0,4605879.5
9e22a589-e861-5dc1-899e-680bd197a983,2020-12-01,339887.0,4945766.5
9e22a589-e861-5dc1-899e-680bd197a983,2021-01-01,422111.0,5367877.5
9e22a589-e861-5dc1-899e-680bd197a983,2021-03-01,388065.5,5755943.0
9e22a589-e861-5dc1-899e-680bd197a983,2021-04-01,342812.0,6098755.0
9e22a589-e861-5dc1-899e-680bd197a983,2021-05-01,17373.0,6116128.0
9e22a589-e861-5dc1-899e-680bd197a983,2021-06-01,39086.0,6155214.0
9e22a589-e861-5dc1-899e-680bd197a983,2021-07-01,187946.0,6343160.0
9e22a589-e861-5dc1-899e-680bd197a983,2021-08-01,253477.0,6596637.0
9e22a589-e861-5dc1-899e-680bd197a983,2021-09-01,128355.0,6724992.0
9e22a589-e861-5dc1-899e-680bd197a983,2021-10-01,421154.0,7146146.0
9e22a589-e861-5dc1-899e-680bd197a983,2021-11-01,45705.0,7191851.0
9e22a589-e861-5dc1-899e-680bd197a983,2021-12-01,242250.0,7434101.0
9e22a589-e861-5dc1-899e-680bd197a983,2022-01-01,34896.0,7468997.0
9e22a589-e861-5dc1-899e-680bd197a983,2022-02-01,440602.0,7909599.0
9e22a589-e861-5dc1-899e-680bd197a983,2022-03-01,254805.0,8164404.0
9e22a589-e861-5dc1-899e-680bd197a983,2022-04-01,882.0,8165286.0
